"location","user_id","status_id","created_at","screen_name","text","source","retweet_count","country","country_code","bbox_coords","hashtags","coords_coords","geo_coords"
"Maryland, USA",,,"6/27/2020 21:02","plantsAndSun","Happy Fry-Day everyone <U+0001F954><U+0001F60D><U+0001F33F>!

#healthy #healthydinner #healthyfood #potatoes #fryday #fryday #Chili #beans #kidneybeans #hummus #humus #vegan #vegetarian #plantbased #student #studentfood #myfood #intake https://t.co/Nj9WC2fwAx","Twitter for iPhone",6,"","","NA NA NA NA NA NA NA NA","healthy healthydinner healthyfood potatoes fryday fryday Chili beans kidneybeans","NA NA","NA NA"
"",,,"6/23/2020 20:27","TRVST_Eco","Try this delicious Pasta with creamy mushroom sauce. Add veggies of choice to taste.   <U+0001F345><U+0001F951><U+0001F966><U+0001F96C><U+0001F336><U+0001F33D><U+0001F955><U+0001F344><U+2B07><U+FE0F>

https://t.co/CYrnCtG81d

#vegan #RecipeOfTheDay
#HealthyEating #plantbasedfood
#sustainableLiving https://t.co/l5yqxNS30B","TRVSTMAIN5",29,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"San Francisco, CA",,,"6/24/2020 9:16","LohasTopStories","Its lunching time! some say it's the best part of the day, well we're here to make it even better with our Southern Fried Chickn &amp; TVC 1000 Island Sauce! Order Now: Mr D, Uber Eats, Takeaway or Call &amp; Collect!

#vegan #lunchtime #theveganchef01 https://t.co/7k77FJTVjY","Qureet Leads",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"louisville ky",,,"6/25/2020 2:22","machonejack","Wow! The Exeter Food Trail lead us nicely to this scrumptious #vegan red pepper gnocchi at the Odd Fellows in Exeter, South Devon, UK  
.
Click link  to see video 
<U+25B6>  https://t.co/HYyYYYSNZm
.
Have a great day from Foodie #Pestochampion 
. https://t.co/Kg2zrsMTVf","Twitter for iPhone",5,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Blue Planet",,,"6/21/2020 3:41","BoredTigress","End this madness,  end this violence!
End speciesism!

#yulin #vegan #animals https://t.co/O93N2zX3I1","Twitter Web App",3,"","","NA NA NA NA NA NA NA NA","yulin vegan animals","NA NA","NA NA"
"Mumbai, Maharashtra",,,"6/23/2020 5:57","ARichieRichLife","Pizza lovers ahoy...authentic Italian pizzas and more @ 1441 pizzeria, read all about this foodie voyage on https://t.co/J2p3L9KOpW :)

#pizzas #pizzatime #cheese #vegetarian #vegan #Italianfood #review #lifestyleblogger #photography #pasta #dessert https://t.co/j7wCzZmHXL","Twitter Web App",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Northeast TN, USA",,,"6/23/2020 1:52","xyberknight","Would you make this #vegan cookie dough into brownies or a cake?
https://t.co/xhNDLjNU8K","Twitter for Android",3,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
,,,,,,,,,,,,,
"Manchester",,,"6/28/2020 11:34","wolfgangwebster","Vegan Worm <U+0001F41B> drawings by PaulWolfgangWebster prints available at this link 
https://t.co/Isyyrh268UÃ¢â‚¬Â¦
#drawing #ink #nks #pen #Pencildrawing #skeleton #rock #guitar #prints #poster #photo #photography #photooftheday #red #fashion #designer #Wallpapers #dead #usa #vegan #tshirts https://t.co/aocvJiPOK2","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","drawing ink","NA NA","NA NA"
"",,,"6/26/2020 16:37","Herupaabotto","It's Friday, lettuce celebrate!!! <U+0001F389>
Art by Print Happiness
https://t.co/gXNMagRv8m
#pun #punny #foodie #vegan #salad #fridaymood #weekend #party https://t.co/gJ4frD0nFS","Herupaabotto",1,"","","NA NA NA NA NA NA NA NA","pun punny foodie vegan salad","NA NA","NA NA"
"",,,"6/21/2020 23:55","botxboxseriesx","Hello stream #EVELIV #Obamagate #PrideÃ‚Â Ã‚Â  #FaceApp #JKÃ‚Â Ã‚Â  #JISOO #Liverpool #XboxSeriesX #Vegan #BackstreetRookie #programming #trendingtopic #winmetawin #prizes #Minecraft #MONSTAXÃ‚Â Ã‚Â  #internetshutdownÃ‚Â Ã‚Â  #USAC  https://t.co/Xs2xskZb8y","Bot Xbox Series X",1,"","","NA NA NA NA NA NA NA NA","EVELIV Obamagate Pride FaceApp JK JISOO Liverpool XboxSeriesX Vegan BackstreetRookie","NA NA","NA NA"
"San Francisco, CA",,,"6/26/2020 17:31","LohasTopStories","@vayoplantbased we have just launched and are already starting to make noise with #Vegan #vegetarian and #Flexitarian fans -follow our page to find out more <U+0001F601> https://t.co/YlVL5it8SG","Qureet Leads",1,"","","NA NA NA NA NA NA NA NA","Vegan vegetarian Flexitarian","NA NA","NA NA"
"Mother Earth",,,"6/26/2020 18:13","Djane_Aileen","Special vegan BBQ thread /5

https://t.co/Uug30Vufze

https://t.co/SuqPyf4f6j

https://t.co/WeoX67bVAk

https://t.co/QL6TNDzEPa

#vegan #food #recipes #yummy https://t.co/wEySjrht4W","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/22/2020 16:35","MeetTheAuthor","Sweet Potato No Yeast Cinnamon Rolls https://t.co/ujqQ5SNuRy #vegan #recipe","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","vegan recipe","NA NA","NA NA"
"New Jersey",,,"6/28/2020 19:26","researchmrx","'Wendy the Worm' sour-tastic gelatine-free #vegan sweets - Available at Aldi Ireland https://t.co/0C17tpFhig","drobapi",1,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Bristol, England",,,"6/20/2020 16:01","ABuddhists","Chickpeas can be sooo much more than hummus!! Vegan Chickpea Recipes That Aren't Hummus https://t.co/7hMmN0K9AC #chickpeas #vegan #plantbased https://t.co/cQxxMP3Pro","Twitter Web App",14,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Melbourne, Australia",,,"6/28/2020 5:02","Bron1954","<U+0001F970> When asked why she is vegan, @ava responded with this simple reason.

#vegan https://t.co/565xeOudZn","Twitter Web App",5,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Vietnam",,,"6/23/2020 0:47","simplification0","Today, I made #Danzig #vegetable lentil soup. 

mandolin a head of broccoli and seven heads of bok choy; 2 chopped tomatoes; 2 cups of lentils; 9 cups water; season with zaatar, turmeric, 14 cloves garlic; #vegan bullion base, thyme, sumac and two teaspoons of scorpion pepper. https://t.co/GKJsitvmtL","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","Danzig vegetable","NA NA","NA NA"
,,,,,,,,,,,,,
"Chicago area",,,"6/22/2020 18:08","PiercedPretty","Next Monday, June 22nd @BeyondMeat is launching their Beyond Burger Value pack at retailers nationwide bringing the price of a Beyond Burger down to an incredible $1.60 per patty!
#vegan #veganism #plantbased #burger #veganburger #cookout #grilling #grill 
https://t.co/E75dpd5I0R","Twitter for Android",5,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/24/2020 0:39","researchmrx","Don't know what to do for dinner? If you have some of our Hearty Black Bean Soup on hand, turn one meal into two by having it over rice. If not, pick some up this weekend at one of our farmer's markets! #vegan #blackownedbusinesses #dmvbusiness #soup2nuts https://t.co/PgfFBplRQL","drobapi",4,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Earth",,,"6/22/2020 17:20","dhumpachika","<U+0001F449><U+0001F449> https://t.co/JNb68L5faq

 Amazing Protein Bar 

#BuiltBar #Proteinbar #bars #protein #Healthy #Fit #fitness #weightloss #DIet #keto #ketodiet #workout #ketogenic #glutenfree #Workout #Proteinbars #Body #gym #health #bike  #cycling #Utah
 #FatLoss #Vegan #vegetarian #food https://t.co/bLVzsTKLvY","CyclingBot",2,"","","NA NA NA NA NA NA NA NA","BuiltBar Proteinbar bars protein Healthy Fit fitness weightloss","NA NA","NA NA"
"141 Peascod Street Windsor",,,"6/23/2020 6:31","snappyswindsor","Yeh , I canÃ¢â‚¬â„¢t lie , quality control is a pretty cool part of my job <U+263A><U+FE0F><U+2764><U+FE0F><U+0001F331> #yummy #plantbased #vegan #dairyfree https://t.co/sgIgFcAP1C","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","yummy plantbased vegan dairyfree","NA NA","NA NA"
,,,,,,,,,,,,,
"San Francisco, CA",,,"6/27/2020 12:43","jenniferkochsh1","&amp; people say IÃ¢â‚¬â„¢m not a dog guy lol<U+2620><U+FE0F>  I love all animals <U+2764><U+FE0F> (I just prefer cats) <U+270C><U+FE0F><U+0001F63B><U+0001F339>
Ã¢â‚¬Â¢
Ã¢â‚¬Â¢
Ã¢â‚¬Â¢
Ã¢â‚¬Â¢
Ã¢â‚¬Â¢ #vegan #naturalist #stoned #onthebeach #lastsummer @ Lake Michigan Beach, Charlevoix, MI https://t.co/QUiKREAjFN","jennifers list",1,"","","NA NA NA NA NA NA NA NA","vegan naturalist","NA NA","NA NA"
"New Jersey",,,"6/28/2020 16:25","researchmrx","super slow cooked seitan goulash, with a side of buttery mash. Sunday dinner is the perfect time for comfort food right? #vegan #whatveganseat #vegancomfortfood https://t.co/c6HlOVSmrX","drobapi",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/24/2020 17:41","AniroC_2","#vegan people are gonna be VERY confused <U+0001F602><U+0001F602>
@TheVeganBanana @your_vegan https://t.co/sEcPpRNZau","Twitter for iPad",2,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
,,,,,,,,,,,,,
"San Francisco, CA",,,"6/27/2020 17:16","LohasTopStories","Choose your fighter <U+0001F93C><U+200D><U+2640><U+FE0F> Fudge or Brown Sugar? #vegan pop-tarts available weekends at 10am till they sell out <U+0001F64C> #thecoronadophx https://t.co/HtKl0s6QlI","Qureet Leads",2,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
,,,,,,,,,,,,,
"New Jersey",,,"6/24/2020 16:13","researchmrx","What's the best non-dairy milk for #coffee? 

@RaveCoffee have compiled a guide, listing the different milk types, how they taste in coffee and also...do they foam? <U+2615> 

https://t.co/kE9g0abt7T #Vegan #DairyFree https://t.co/mha72JEK41","drobapi",1,"","","NA NA NA NA NA NA NA NA","coffee","NA NA","NA NA"
"New Jersey",,,"6/27/2020 20:20","researchmrx","These vegan strawberry cupcakes with homemade vegan frosting are an easy to make, super sweet spring treat.

Full Recipe: https://t.co/cmlgamx4xr

#vegan #plantbased #veganbaking #vegancupcakes https://t.co/YQD9gtj747","drobapi",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/21/2020 21:44","basqueveggie","Looking for a #vegan restaurant in @spain? How about #BaratzaKafea? via @Spain_Holiday http://t.co/f7lK0PQtaF","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","vegan BaratzaKafea","NA NA","NA NA"
"New Jersey",,,"6/20/2020 22:42","researchmrx","On second thought...I'm gonna finish losing this last 60ish pounds. I lost 70 pounds in 2018, 50 pounds in 2019, the last 60 shouldn't be a problem. Was worried about excess skin. But, I'll deal with it. #wfpb #weightlosstransformation #vegan","drobapi",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Florida, USA",,,"6/26/2020 16:16","LeesaTruesdell","Love seeing delicious #vegan options. https://t.co/lHAg8tS1dj","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"San Francisco, CA",,,"6/25/2020 7:46","LohasTopStories","A good reason to close down abattoirs. Only desperate workers put slaughtered living creatures into cellophane, so that others can eat without thinking. Make land arable.

WHY abattoir workers are on the coronavirus frontline:
https://t.co/C7ULit0S0W

#vegetarian #vegan #meat","Qureet Leads",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/24/2020 0:36","JasonDott","<U+2728> If you're in #EastLA please consider our baby sis spot #NextMexExpress <U+0001F32E> 7 #vegan meats to choose from <U+0001F331> Also @doomies famous desserts by #DasBaker sold slightly cheaper outta this #CityTerrace location <U+0001F370> Open Daily <U+2728>
Take care &amp; stay safe <U+0001F49E>
<U+0001F64F> @villain_anahata <U+0001F4F8>
#lafood https://t.co/MbsqMHo0Ge","Twitter Web App",3,"","","NA NA NA NA NA NA NA NA","EastLA NextMexExpress vegan","NA NA","NA NA"
"New Jersey",,,"6/22/2020 5:42","researchmrx","I NEVER have Soya or Soybean.

STAY AWAY from Soya as its very dangerous .

#healthygang #healthyfoodgang #healingisgangster #holistichealing #detoxgang #detox #weightloss #Diet #dieting #Vegan #plantbased  #alkaline #health #healthy #damastersman #protein #soya #soybean","drobapi",2,"","","NA NA NA NA NA NA NA NA","healthygang healthyfoodgang","NA NA","NA NA"
"",,,"6/25/2020 5:50","shellroseg33","#Vegan cheeze board 
 
#VeganFoodPorn #VeganPorn #VeganFoodPorn #VeganPorn
 
https://t.co/0qupYDEXn6 https://t.co/8tBNQeRxCQ","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","Vegan VeganFoodPorn VeganPorn VeganFoodPorn VeganPorn","NA NA","NA NA"
"EspaÃƒÂ±a",,,"6/24/2020 14:46","HeuraFoods","The best meals is the one you forgot to take pictures!
#Special
#summer is here and 
to wrap #lunch strawberry Sorbet!
Thanks!
#vegan
Menu is below guess what I ate ?!? @HeuraFoods 
https://t.co/hxXPMVApEV https://t.co/lKUK2TBYXs","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","Special summer lunch","NA NA","NA NA"
"",,,"6/26/2020 14:40","farkhatmatwb7p","LITTLE Ã¢â‚¬Â¢ NANAS Ã¢â‚¬Â¢ KITCHEN <U+0001F331> Head over to @Little_NKitchen for quick, easy, simple, affordable and sustainable plant based recipes #vegan #plantbased #foodblog #cornwall #littlenanaskitchen #veganfood #veganrecipes #plantbasedgoodness #delicious #simple #easy #affordable https://t.co/lgHZLAphQg","Twitter Web App",4,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/28/2020 0:31","researchmrx","RAW PASSION Delicious Bath &amp; Skin Melts Raw Chocolate | Various Scents | 100% Raw Organic Vegan https://t.co/u8XsP1nhtE #chemical free #RawPassionUk #Etsy #Organic #Menfriendly #Vegan #Moisturising #skinfood #CrueltyFree #Body https://t.co/4sAjwypH73","drobapi",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Colorado, USA",,,"6/22/2020 5:20","RkyMtnNaturals","Vegan prep always fresh and organic #seasaltsagela #chefjaydene #vegan #veganmeals #organicfood #eathealthy #eatyourveggies #weeklymeals #mealprep #healthylifestyle https://t.co/mc3zFsVSlZ","RkyMtnNaturalsTweets",1,"","","NA NA NA NA NA NA NA NA","seasaltsagela chefjaydene vegan veganmeals organicfood eathealthy","NA NA","NA NA"
"Maryland, USA",,,"6/28/2020 16:11","plantsAndSun","Picked up 3 aubergines from Aldi because they were 49p each, was going to make baba ganoush but thought I'd try something a bit different; nasu dengaku. Seriously off the scale delicious!
#vegan #meatfree #animalrights #animalag #climate #health #tryvegan
https://t.co/qbnHklro0y https://t.co/OA982S8i0B","Twitter Web App",14,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Reading, England",,,"6/27/2020 11:48","AdeleCaversham","Weekend wins = hot brunch bagels busting with goodness! Get yours between 11am and 3pm today and tomorrow. See you then <U+0001F525><U+0001F331>

#wearevegivores #vegivores #plantbasedgoodness #poweredbyplants #vegan #veganfood  #whatveganseat #brunchgoals #brunch #bagels #readinguk #rdguk #rdgbiz https://t.co/woGTo8LYyD","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"South Africa",,,"6/28/2020 15:52","Beebee_777","Eat Plants. Gain Health. Save Animals. Help the Planet. 

#RealMenEatPlants #vegan #startvegannow #bevegan https://t.co/ghjj7oKqgc","Twitter for iPhone",4,"","","NA NA NA NA NA NA NA NA","RealMenEatPlants vegan startvegannow bevegan","NA NA","NA NA"
"San Diego",,,"6/22/2020 19:07","debbie858","Thank you @LunaGrill for adding another #vegan option! The new coastal med bowl with @BeyondMeat is delicious. https://t.co/nCa1BvgwMG","Twitter for iPhone",5,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Manchester",,,"6/22/2020 20:28","wolfgangwebster","Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/WXaptQu3Qw #findyourthing #redbubble #pear #apple #vegan #INK #INKED  #redbubble #tshirt #pear #apple #Vegan #drawing #photography #photo #frui #baby","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","RBandME findyourthing","NA NA","NA NA"
"",,,"6/25/2020 0:47","helenscchin","Prepared these traditional  Gujarati #snacks Khandvi today.  These are savoury rolls made of slow cooked chickpea batter with buttermilk
#vegan #vegetarian #breakfast #healthy #indianfood 
@thefbai @VikhroliCucina @imbevda @thescousefoodie https://t.co/cAlPeutBIW","Twitter Web App",9,"","","NA NA NA NA NA NA NA NA","snacks","NA NA","NA NA"
"Brighton, England",,,"6/22/2020 9:28","coe_alix","WorldÃ¢â‚¬â„¢s biggest meat company launches vegan food range! <U+0001F354> https://t.co/qI0UwqtzoG

#Vegan #VeganFood #PlantBased","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","Vegan VeganFood PlantBased","NA NA","NA NA"
"kind of somewhere NW of.",,,"6/20/2020 19:07","AtchaJohn","Urgent Appeal to Support Compassionate Jewish and Palestinian Doctors, Nurses and Volunteers on the Front Line
Please Help Retweet
@ProjectRozana
https://t.co/xygbhHFE3r 

<U+2665> <U+262E> <U+270C> <U+0001F337><U+0001F30E>
#Peace #love #Vegan #rt #BTS #got7 #jimin #exo #UN #covid19 #BlackLivesMatter","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/23/2020 17:27","JellyvMaura","The vegan wave keeps growing! #vegan #CancelAnimalAg https://t.co/rdgOnn6FD3","Twitter for iPhone",6,"","","NA NA NA NA NA NA NA NA","vegan CancelAnimalAg","NA NA","NA NA"
"",,,"6/22/2020 23:20","VeganGoodness","#DidYouKnow - BROCCOLI Baby trees of life! #LHWWN #vegan #foodie #vegans #veganrecipes #vegano #veganfood #veganaf #veganism #veganfitness #veganpowers https://t.co/gctBWDUKC0","VeganGoodness",3,"","","NA NA NA NA NA NA NA NA","DidYouKnow LHWWN vegan foodie vegans veganrecipes vegano veganfood veganaf","NA NA","NA NA"
"San Francisco, CA",,,"6/25/2020 19:01","LohasTopStories","<U+0001F6CD><U+FE0F> Click Link Below <U+0001F447><U+0001F447><U+0001F447>
Comment 'hell yeah' if you agree <U+0001F525>
Order yours from our store. 
<U+0001F6CD><U+FE0F> Click Link Below <U+0001F447><U+0001F447><U+0001F447>

https://t.co/FfqD0yl7Um
.
.
.
.
.
#vegan #vegetarian https://t.co/3cZLhO9G2Z","Qureet Leads",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Adrenalize Me in Weslaco, TX",,,"6/27/2020 18:27","ArloIsToMyAlpha","These are the pictures of the vegan cupcakes finished and lemon drizzle cake more like lemon cake.
@Veganella
Go vegan everyone 
#GoVegan #Veganism #Vegan #Love #Veganational #Compassion #Animals https://t.co/IXmh1bb0Ve","Twitter for Android",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"scottish highland wilderness",,,"6/28/2020 9:37","hilltopgina","#Fear stops us living
Only #hatred we need to fear.
#Love keeps us giving
#Empathy brings us near.
But only #compassion heals wounds
&amp; defends our friends without a name.
Demands action to end suffering &amp; pain.
It cries never again!
It's the reason we're #vegan<U+0001F496>

@RickyGervais<U+0001F64A> https://t.co/wcdO1pMxyq","Twitter Web App",28,"","","NA NA NA NA NA NA NA NA","Fear hatred Love Empathy","NA NA","NA NA"
